uniprot_id,ec_number,name,gene_symbol,organism,pdb_ids,molecular_weight,subunit_structure,sequence_length,ensembl_id
P06241,2.7.10.2,Tyrosine-protein kinase Fyn (Proto-oncogene Syn) (Proto-oncogene c-Fyn) (Src-like kinase) (SLK) (p59-Fyn),FYN,Homo sapiens,1A0N;1AOT;1AOU;1AVZ;1AZG;1EFN;1FYN;1G83;1M27;1NYF;1NYG;1SHF;1ZBJ;2DQ7;2MQI;2MRJ;2MRK;3H0F;3H0H;3H0I;3UA6;3UA7;4D8D;4EIK;4U17;4U1P;4ZNX;5ZAU;6EDF;6IPY;6IPZ;7A2J;7A2K;7A2L;7A2M;7A2N;7A2O;7A2P;7A2Q;7A2R;7A2S;7A2T;7A2U;7A2V;7A2W;7A2X;7A2Y;7A2Z;7UD6;8KDX,60762,"Interacts (via its SH3 domain) with PIK3R1 and PRMT8. Interacts with FYB1, PAG1, and SH2D1A. Interacts with CD79A (tyrosine-phosphorylated form); the interaction increases FYN activity. Interacts (via SH2 domain) with CSF1R (tyrosine phosphorylated) (By similarity). Interacts with TOM1L1 (phosphorylated form). Interacts with KDR (tyrosine phosphorylated). Interacts (via SH3 domain) with KLHL2 (via N-terminus) (By similarity). Interacts with SH2D1A and SLAMF1. Interacts with ITCH; the interaction",537,ENSG00000010810
P07948,2.7.10.2,Tyrosine-protein kinase Lyn (Lck/Yes-related novel protein tyrosine kinase) (V-yes-1 Yamaguchi sarcoma viral related oncogene homolog) (p53Lyn) (p56Lyn),LYN,Homo sapiens,1W1F;1WA7;3A4O;5XY1;6NMW;8WFF,58574,Interacts with TEC. Interacts (via SH2 domain) with FLT3 (tyrosine phosphorylated). Interacts with LIME1 and with CD79A upon activation of the B-cell antigen receptor. Interacts with the B-cell receptor complex. Interacts with phosphorylated THEMIS2. Interacts with EPOR. Interacts with MS4A2/FCER1B. Interaction (via the SH2 and SH3 domains) with MUC1 is stimulated by IL7 and the subsequent phosphorylation increases the binding between MUC1 and CTNNB1/beta-catenin. Interacts with ADAM15. Interact,512,ENSG00000254087
P07949,2.7.10.1,Proto-oncogene tyrosine-protein kinase receptor Ret (Cadherin family member 12) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment],RET,Homo sapiens,2IVS;2IVT;2IVU;2IVV;2X2K;2X2L;2X2M;2X2U;4CKI;4CKJ;4UX8;5AMN;5FM2;5FM3;6FEK;6GL7;6I82;6I83;6NE7;6NEC;6NJA;6Q2J;6Q2N;6Q2O;6Q2R;6Q2S;6VHG;7DU8;7DU9;7DUA;7JU5;7JU6;7NZN;7RUN,124319,"Phosphorylated form interacts with the PBT domain of DOK2, DOK4 and DOK5 (By similarity). The phosphorylated form interacts with PLCG1 and GRB7 (By similarity). Interacts (not phosphorylated) with PTK2/FAK1 (via FERM domain) (PubMed:21454698). Extracellular cell-membrane anchored RET cadherin fragments form complex in neurons with reduced trophic status, preferentially at the contact sites between somas (PubMed:21357690). Interacts with AIP in the pituitary gland; this interaction prevents the f",1114,ENSG00000165731
P08069,2.7.10.1,Insulin-like growth factor 1 receptor (Insulin-like growth factor I receptor) (IGF-I receptor) (CD antigen CD221) [Cleaved into: Insulin-like growth factor 1 receptor alpha chain; Insulin-like growth factor 1 receptor beta chain],IGF1R,Homo sapiens,1IGR;1JQH;1K3A;1M7N;1P4O;2OJ9;2ZM3;3D94;3F5P;3I81;3LVP;3LW0;3NW5;3NW6;3NW7;3O23;3QQU;4D2R;4XSS;5FXQ;5FXR;5FXS;5HZN;5U8Q;5U8R;6JK8;6VWG;6VWH;6VWI;6VWJ;7PH8;7S0Q;7S8V;7U23;7V3P;7XGD;7XLC;7YRR;8PYI;8PYJ;8PYK;8PYL;8PYM;8PYN;8TAN,154793,"Tetramer of 2 alpha and 2 beta chains linked by disulfide bonds. The alpha chains contribute to the formation of the ligand-binding domain, while the beta chain carries the kinase domain. Interacts with PIK3R1 and with the PTB/PID domains of IRS1 and SHC1 in vitro when autophosphorylated on tyrosine residues. Forms a hybrid receptor with INSR, the hybrid is a tetramer consisting of 1 alpha chain and 1 beta chain of INSR and 1 alpha chain and 1 beta chain of IGF1R. Interacts with ARRB1 and ARRB2.",1367,ENSG00000140443
P08183,7.6.2.1,ATP-dependent translocase ABCB1 (ATP-binding cassette sub-family B member 1) (Multidrug resistance protein 1) (P-glycoprotein 1) (Phospholipid transporter ABCB1) (CD antigen CD243),ABCB1,Homo sapiens,6C0V;6FN1;6FN4;6QEX;7A65;7A69;7A6C;7A6E;7A6F;7O9W;8GMG;8GMJ;8SA0;8SA1;8SB7;8SB8;8SB9;8SBA;8Y6H;8Y6I;9CR8;9CTC;9CTF;9CTG,141479,"Interacts with PSMB5. Finds in a complex with ABCB1, TFPI2 and PPP2R3C; leading to the dephosphorylation of ABCB1",1280,ENSG00000085563
P08709,3.4.21.21,Coagulation factor VII (Proconvertin) (Serum prothrombin conversion accelerator) (SPCA) (Eptacog alfa) [Cleaved into: Factor VII light chain; Factor VII heavy chain],F7,Homo sapiens,1BF9;1CVW;1DAN;1DVA;1F7E;1F7M;1FAK;1FF7;1FFM;1J9C;1JBU;1KLI;1KLJ;1O5D;1QFK;1W0Y;1W2K;1W7X;1W8B;1WQV;1WSS;1WTG;1WUN;1WV7;1YGC;1Z6J;2A2Q;2AEI;2AER;2B7D;2B8O;2BZ6;2C4F;2EC9;2F9B;2FIR;2FLB;2FLR;2PUQ;2ZP0;2ZWL;2ZZU;3ELA;3TH2;3TH3;3TH4;4IBL;4ISH;4ISI;4JYU,51594,"Heterodimer of a light chain and a heavy chain linked by a disulfide bond. Interacts (activated) with iripin-8, a serine protease inhibitor from Ixodes ricinus saliva (PubMed:34502392)",466,ENSG00000057593
P09871,3.4.21.42,Complement C1s subcomponent (C1 esterase) (Complement component 1 subcomponent s) [Cleaved into: Complement C1s subcomponent heavy chain (Complement C1s subcomponent chain A); Complement C1s subcomponent light chain (Complement C1s subcomponent chain B)],C1S,Homo sapiens,1ELV;1NZI;4J1Y;4LMF;4LOR;4LOS;4LOT;5UBM;6F1C;6F1H;8GMN;8TYP;8W18,76684,"Core component of the complement C1 complex, a calcium-dependent complex composed of 1 molecule of the C1Q subcomplex, 2 molecules of C1R and 2 molecules of C1S (PubMed:19473974, PubMed:2007122, PubMed:28104818, PubMed:29311313, PubMed:2988513, PubMed:2989825, PubMed:34155115, PubMed:6952210). The C1Q subcomplex is composed 18 subunits: 3 chains of C1QA, C1QB, and C1QC trimerize to form 6 collagen-like triple helices connected to six globular ligand-recognition modules (PubMed:2988513, PubMed:69",688,ENSG00000182326
P11802,2.7.11.22,Cyclin-dependent kinase 4 (Cell division protein kinase 4) (PSK-J3),CDK4,Homo sapiens,2W96;2W99;2W9F;2W9Z;3G33;5FWK;5FWL;5FWM;5FWP;6P8E;6P8F;6P8G;6P8H;7SJ3;9CSK,33730,"Component of the D-CDK4 complex, composed of CDK4 and some D-type G1 cyclin (CCND1, CCND2 or CCND3). Interacts directly in the complex with CCND1, CCND2 or CCND3. Interacts with SEI1 and ZNF655. Forms a ternary complex, cyclin D-CDK4-CDKN1B, involved in modulating CDK4 enzymatic activity. Interacts directly with CDKN1B (phosphorylated on 'Tyr-88' and 'Tyr-89'); the interaction allows assembly of the cyclin D-CDK4 complex, Thr-172 phosphorylation, nuclear translocation and enhances the cyclin D-C",303,ENSG00000135446
P12931,2.7.10.2,Proto-oncogene tyrosine-protein kinase Src (Proto-oncogene c-Src) (pp60c-src) (p60-Src),SRC,Homo sapiens,1A07;1A08;1A09;1A1A;1A1B;1A1C;1A1E;1FMK;1HCS;1HCT;1KSW;1O41;1O42;1O43;1O44;1O45;1O46;1O47;1O48;1O49;1O4A;1O4B;1O4C;1O4D;1O4E;1O4F;1O4G;1O4H;1O4I;1O4J;1O4K;1O4L;1O4M;1O4N;1O4O;1O4P;1O4Q;1O4R;1SHD;1Y57;1YI6;1YOJ;1YOL;1YOM;2BDF;2BDJ;2H8H;2SRC;3VRO;3ZMP,59835,"Part of a complex comprised of PTPRA, BCAR1, BCAR3 (via SH2 domain) and SRC; the formation of the complex is dependent on integrin mediated-tyrosine phosphorylation of PTPRA (PubMed:22801373). Interacts with DDEF1/ASAP1; via the SH3 domain (By similarity). Interacts with CCPG1 (By similarity). Identified in a complex containing FGFR4, NCAM1, CDH2, PLCG1, FRS2, SRC, SHC1, GAP43 and CTTN (By similarity). Interacts with ERBB2, STAT1 and PNN (By similarity). Interacts with DDR1, DDR2 and DAB2 (By si",536,ENSG00000197122
P14679,1.14.18.1,Tyrosinase (LB24-AB) (Monophenol monooxygenase) (SK29-AB) (Tumor rejection antigen AB),TYR,Homo sapiens,7RK7,60393,Forms an OPN3-dependent complex with DCT in response to blue light in melanocytes,529,ENSG00000077498
P16499,3.1.4.35,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha (GMP-PDE alpha) (PDE V-B1)",PDE6A,Homo sapiens,,99547,"Tetramer composed of two catalytic chains (alpha and beta) and two inhibitory chains (gamma). Interacts with GNAT1; two GNAT1-GTP molecules bind both the catalytic core (PDE6A and PDE6B) and the inhibitory PDE6G subunits, inducing conformational rearrangements that relieve inhibition and activate catalysis",860,ENSG00000132915
P19404,7.1.1.2,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (NDUFV2) (NADH-ubiquinone oxidoreductase 24 kDa subunit)",NDUFV2,Homo sapiens,5XTB;5XTD;5XTH;5XTI;9CWT;9I4I;9TI4,27392,Core subunit of respiratory chain NADH dehydrogenase (Complex I) which is composed of 45 different subunits. This is a component of the flavoprotein-sulfur (FP) fragment of the enzyme,249,ENSG00000178127
P20711,4.1.1.28,Aromatic-L-amino-acid decarboxylase (AADC) (DOPA decarboxylase) (DDC),DDC,Homo sapiens,3RBF;3RBL;3RCH;8OR9;8ORA;9GNS;9HRH;9HRI,53926,Homodimer,480,ENSG00000132437
P20839,1.1.1.205,Inosine-5'-monophosphate dehydrogenase 1 (IMP dehydrogenase 1) (IMPD 1) (IMPDH 1) (IMPDH-I),IMPDH1,Homo sapiens,1JCN;7RER;7RES;7RFE;7RFF;7RFG;7RFH;7RFI;7RGD;7RGI;7RGL;7RGM;7RGQ;8U7M;8U7Q;8U7V;8U8O;8U8Y,55406,Homotetramer,514,ENSG00000106348
P22694,2.7.11.11,cAMP-dependent protein kinase catalytic subunit beta (PKA C-beta),PRKACB,Homo sapiens,,40623,A number of inactive tetrameric holoenzymes are produced by the combination of homo- or heterodimers of the different regulatory subunits associated with two catalytic subunits. cAMP causes the dissociation of the inactive holoenzyme into a dimer of regulatory subunits bound to four cAMP and two free monomeric catalytic subunits (By similarity). Interacts with PRKAR1A and PRKAR2B (PubMed:33058759). The cAMP-dependent protein kinase catalytic subunit binds PJA2 (PubMed:21423175). Interacts with G,351,ENSG00000142875
P22748,4.2.1.1,Carbonic anhydrase 4 (Carbonate dehydratase IV) (Carbonic anhydrase IV) (CA-IV),CA4,Homo sapiens,1ZNC;3F7B;3F7U;3FW3;5IPZ;5JN8;5JN9;5JNA;5JNC;5KU6,35032,Interacts with SLC4A4,312,ENSG00000167434
P26358,2.1.1.37,DNA (cytosine-5)-methyltransferase 1 (Dnmt1) (CXXC-type zinc finger protein 9) (DNA methyltransferase HsaI) (DNA MTase HsaI) (M.HsaI) (MCMT),DNMT1,Homo sapiens,3EPZ;3PTA;3SWR;4WXX;4YOC;4Z96;4Z97;5WVO;5YDR;6K3A;6L1F;6X9I;6X9J;6X9K;7SFC;7SFD;7SFE;7SFF;7SFG;7XI9;7XIB;8V9U;8XQC;9K2W;9K2X,183165,"Homodimer (PubMed:19173286). Forms a stable complex with E2F1, BB1 and HDAC1 (PubMed:10888886). Forms a complex with DMAP1 and HDAC2, with direct interaction (PubMed:10888872). Interacts with the PRC2/EED-EZH2 complex (PubMed:16357870). Probably part of a corepressor complex containing ZNF304, TRIM28, SETDB1 and DNMT1 (PubMed:24623306). Interacts with UHRF1; promoting its recruitment to hemimethylated DNA (PubMed:21745816). Interacts with USP7, promoting its deubiquitination (PubMed:21745816). I",1616,ENSG00000130816
P28065,3.4.25.1,Proteasome subunit beta type-9 (Low molecular mass protein 2) (Macropain chain 7) (Multicatalytic endopeptidase complex chain 7) (Proteasome chain 7) (Proteasome subunit beta-1i) (Really interesting new gene 12 protein),PSMB9,Homo sapiens,6AVO;6E5B;7AWE;7B12;9FRW;9FST;9FSU,23264,"The 26S proteasome consists of a 20S proteasome core and two 19S regulatory subunits. The 20S proteasome core is composed of 28 subunits that are arranged in four stacked rings, resulting in a barrel-shaped structure. The two end rings are each formed by seven alpha subunits, and the two central rings are each formed by seven beta subunits. The catalytic chamber with the active sites is on the inside of the barrel. Component of the immunoproteasome, where it displaces the equivalent housekeeping",219,ENSG00000240065
P28331,7.1.1.2,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (Complex I-75kD) (CI-75kD)",NDUFS1,Homo sapiens,5XTB;5XTD;5XTH;5XTI;9CWT;9I4I;9TI4,79468,"Core subunit of respiratory chain NADH dehydrogenase (Complex I) which is composed of 45 different subunits (PubMed:12611891). This is the largest subunit of complex I and it is a component of the iron-sulfur (IP) fragment of the enzyme (By similarity). Complex I associates with ubiquinol-cytochrome reductase complex (Complex III) to form supercomplexes (PubMed:30879903, PubMed:31557978). Interacts with MDM2 (PubMed:30879903). Interacts with AKAP1 (By similarity)",727,ENSG00000023228
P29317,2.7.10.1,Ephrin type-A receptor 2 (Epithelial cell kinase) (Tyrosine-protein kinase receptor ECK),EPHA2,Homo sapiens,1MQB;2E8N;2K9Y;2KSO;2X10;2X11;3C8X;3CZU;3FL7;3HEI;3HPN;3KKA;3MBW;3MX0;3SKJ;4P2K;4PDO;4TRL;5EK7;5I9U;5I9V;5I9W;5I9X;5I9Y;5I9Z;5IA0;5IA1;5IA2;5IA3;5IA4;5IA5;5NJZ;5NK0;5NK1;5NK2;5NK3;5NK4;5NK5;5NK6;5NK7;5NK8;5NK9;5NKA;5NKB;5NKC;5NKD;5NKE;5NKF;5NKG;5NKH,108266,"Homodimer. Interacts with SLA. Interacts (phosphorylated form) with VAV2, VAV3 and PI3-kinase p85 subunit (PIK3R1, PIK3R2 or PIK3R3); critical for the EFNA1-induced activation of RAC1 which stimulates cell migration (By similarity). Interacts with INPPL1; regulates activated EPHA2 endocytosis and degradation. Interacts (inactivated form) with PTK2/FAK1 and interacts (EFNA1 ligand-activated form) with PTPN11; regulates integrin-mediated adhesion. Interacts with ARHGEF16, DOCK4 and ELMO2; mediates",976,ENSG00000142627
P29597,2.7.10.2,Non-receptor tyrosine-protein kinase TYK2,TYK2,Homo sapiens,3LXN;3LXP;3NYX;3NZ0;3ZON;4GFO;4GIH;4GII;4GJ2;4GJ3;4GVJ;4OLI;4PO6;4PY1;4WOV;5C01;5C03;5F1Z;5F20;5TKD;5WAL;6AAM;6DBK;6DBM;6NSL;6NZE;6NZF;6NZH;6NZP;6NZQ;6NZR;6OVA;6VNS;6VNV;6VNX;6VNY;6X8F;6X8G;7AX4;7K7O;7K7Q;7UYR;7UYS;7UYT;7UYU;8EXN;8EYC;8S98;8S99;8S9A,133650,"Interacts (via FERM domain) with JAKMIP1 (PubMed:15277531, PubMed:20478313). Interacts with PIK3R1; this interaction is important for cell migration (PubMed:10995743). Interacts with MPL/TPOR (PubMed:15899890)",1187,ENSG00000105397
P30530,2.7.10.1,Tyrosine-protein kinase receptor UFO (AXL oncogene),AXL,Homo sapiens,2C5D;4RA0;5U6B;5VXZ,98337,"Heterodimer and heterotetramer with ligand GAS6. Interacts with CBL, GRB2, LCK, NCK2, PIK3R1, PIK3R2, PIK3R3, PLCG1, SOCS1 and TNS2. Part of a complex including AXL, TNK2 and GRB2, in which GRB2 promotes AXL recruitment by TNK2",894,ENSG00000167601
P31213,1.3.1.22,3-oxo-5-alpha-steroid 4-dehydrogenase 2 (5 alpha-SR2) (SR type 2) (Steroid 5-alpha-reductase 2) (S5AR 2) (Type II 5-alpha reductase),SRD5A2,Homo sapiens,7BW1,28407,,254,ENSG00000277893
P31749,2.7.11.1,RAC-alpha serine/threonine-protein kinase (Protein kinase B) (PKB) (Protein kinase B alpha) (PKB alpha) (Proto-oncogene c-Akt) (RAC-PK-alpha),AKT1,Homo sapiens,1H10;1UNP;1UNQ;1UNR;2UVM;2UZR;2UZS;3CQU;3CQW;3MV5;3MVH;3O96;3OCB;3OW4;3QKK;3QKL;3QKM;4EJN;4EKK;4EKL;4GV1;5KCV;6BUU;6CCY;6HHF;6HHG;6HHH;6HHI;6HHJ;6NPZ;6S9W;6S9X;7APJ;7MYX;7NH4;7NH5;8JOW;8UVY;8UW2;8UW7;8UW9;8ZPU,55686,"Interacts with BTBD10 (By similarity). Interacts with KCTD20 (By similarity). Interacts (via the C-terminus) with CCDC88A (via its C-terminus). Interacts with GRB10; the interaction leads to GRB10 phosphorylation thus promoting YWHAE-binding (By similarity). Interacts with AGAP2 (isoform 2/PIKE-A); the interaction occurs in the presence of guanine nucleotides. Interacts with AKTIP. Interacts (via PH domain) with MTCP1, TCL1A and TCL1B. Interacts with CDKN1B; the interaction phosphorylates CDKN1B",480,ENSG00000142208
P33527,7.6.2.2,Multidrug resistance-associated protein 1 (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (Leukotriene C(4) transporter) (LTC4 transporter),ABCC1,Homo sapiens,2CBZ;4C3Z;8VT4;8VUX;8VVC,171591,(Microbial infection) Interacts with human cytomegalovirus protein UL138; this interaction mediates MRP1 degradation via the lysosome,1531,ENSG00000103222
P35968,2.7.10.1,Vascular endothelial growth factor receptor 2 (VEGFR-2) (Fetal liver kinase 1) (FLK-1) (Kinase insert domain receptor) (KDR) (Protein-tyrosine kinase receptor flk-1) (CD antigen CD309),KDR,Homo sapiens,1VR2;1Y6A;1Y6B;1YWN;2M59;2MET;2MEU;2OH4;2P2H;2P2I;2QU5;2QU6;2RL5;2X1W;2X1X;2XIR;3B8Q;3B8R;3BE2;3C7Q;3CJF;3CJG;3CP9;3CPB;3CPC;3DTW;3EFL;3EWH;3KVQ;3S35;3S36;3S37;3U6J;3V2A;3V6B;3VHE;3VHK;3VID;3VNT;3VO3;3WZD;3WZE;4AG8;4AGC;4AGD;4ASD;4ASE;5EW3;5OYJ;6GQO,151527,"Homodimer in the presence of bound dimeric VEGFA, VEGFC or VEGFD ligands; monomeric in the absence of bound ligands. Can also form heterodimers with FLT1/VEGFR1 and KDR/VEGFR2. Interacts (tyrosine phosphorylated) with LFYN, NCK1, PLCG1. Interacts (tyrosine-phosphorylated active form preferentially) with DAB2IP (via C2 domain and active form preferentially); the interaction occurs at the late phase of VEGFA response and inhibits KDR/VEGFR2 activity. Interacts with SHBSH2D2A/TSAD, GRB2, MYOF, CBL ",1356,ENSG00000128052
P38435,4.1.1.90,Vitamin K-dependent gamma-carboxylase (VKGC) (Gamma-glutamyl carboxylase) (Peptidyl-glutamate 4-carboxylase) (Vitamin K gamma glutamyl carboxylase),GGCX,Homo sapiens,9BUM;9BUR;9BUX;9BVK;9BVL;9BVM;9BVO;9BVP;9BVQ;9BVR;9L1Y;9L20;9L21;9L23;9L24;9L25;9L54;9L6Q;9L6R;9L6S;9MQB;9MQC;9MQE,87561,"Monomer (PubMed:11570873, PubMed:39880952, PubMed:39880037). May interact with CALU (By similarity)",758,ENSG00000115486
P42336,2.7.1.137,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha)  (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosp",PIK3CA,Homo sapiens,2ENQ;2RD0;3HHM;3HIZ;3ZIM;4JPS;4L1B;4L23;4L2Y;4OVU;4OVV;4TUU;4TV3;4WAF;4YKN;4ZOP;5DXH;5DXT;5FI4;5ITD;5SW8;5SWG;5SWO;5SWP;5SWR;5SWT;5SX8;5SX9;5SXA;5SXB;5SXC;5SXD;5SXE;5SXF;5SXI;5SXJ;5SXK;5UBR;5UK8;5UKJ;5UL1;5XGH;5XGI;5XGJ;6GVF;6GVG;6GVH;6GVI;6NCT;6OAC,124284,"Heterodimer of a catalytic subunit PIK3CA and a p85 regulatory subunit (PIK3R1, PIK3R2 or PIK3R3) (PubMed:26593112). Interacts with IRS1 in nuclear extracts (By similarity). Interacts with RUFY3 (By similarity). Interacts with RASD2 (By similarity). Interacts with APPL1. Interacts with HRAS and KRAS (By similarity). Interaction with HRAS/KRAS is required for PI3K pathway signaling and cell proliferation stimulated by EGF and FGF2 (By similarity). Interacts with FAM83B; activates the PI3K/AKT sig",1068,ENSG00000121879
P42345,2.7.10.2,Serine/threonine-protein kinase mTOR (FK506-binding protein 12-rapamycin complex-associated protein 1) (FKBP12-rapamycin complex-associated protein) (Mammalian target of rapamycin) (mTOR) (Mechanistic target of rapamycin) (Rapamycin and FKBP12 target 1) (Rapamycin target protein 1) (Tyrosine-protein,MTOR,Homo sapiens,1AUE;1FAP;1NSG;2FAP;2GAQ;2NPU;2RSE;3FAP;3JBZ;4DRH;4DRI;4DRJ;4FAP;4JSN;4JSP;4JSV;4JSX;4JT5;4JT6;5FLC;5GPG;5H64;5WBH;5WBU;5WBY;5ZCS;6BCU;6BCX;6M4U;6M4W;6SB0;6SB2;6ZWM;6ZWO;7EPD;7OWG;7PE7;7PE8;7PE9;7PEA;7PEB;7PEC;7TZO;7UXC;7UXH;8ER6;8ER7;8ERA;8PPZ;8RCH,288892,"Part of the mechanistic target of rapamycin complex 1 (mTORC1) which contains MTOR, MLST8 and RPTOR (PubMed:12150925, PubMed:12150926, PubMed:12408816, PubMed:12718876, PubMed:18925875, PubMed:20542007, PubMed:23636326, PubMed:24403073, PubMed:26678875, PubMed:27909983, PubMed:29236692, PubMed:31601764, PubMed:34519268, PubMed:34519269, PubMed:36697823). The mTORC1 complex is a 1 Md obligate dimer of two stoichiometric heterotetramers with overall dimensions of 290 A x 210 A x 135 A (PubMed:2054",2549,ENSG00000198793
P47989,1.17.1.4,Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) ; Xanthine oxidase (XO) (Xanthine oxidoreductase) (XOR)],XDH,Homo sapiens,2CKJ;2E1Q,146424,Homodimer. Interacts with BTN1A1 (By similarity),1333,ENSG00000158125
P49336,2.7.11.22,Cyclin-dependent kinase 8  (Cell division protein kinase 8) (Mediator complex subunit CDK8) (Mediator of RNA polymerase II transcription subunit CDK8) (Protein kinase K35),CDK8,Homo sapiens,3RGF;4CRL;4F6S;4F6U;4F6W;4F70;4F7J;4F7L;4F7N;4F7S;4G6L;5BNJ;5CEI;5FGK;5HBE;5HBH;5HBJ;5HNB;5HVY;5I5Z;5ICP;5IDN;5IDP;5XQX;5XS2;6QTG;6QTJ;6R3S;6T41;6TPA;6Y0A;8TQ2;8TQC;8TQW;9H8C;9H8S,53284,"Component of the Mediator complex, which is composed of MED1, MED4, MED6, MED7, MED8, MED9, MED10, MED11, MED12, MED13, MED13L, MED14, MED15, MED16, MED17, MED18, MED19, MED20, MED21, MED22, MED23, MED24, MED25, MED26, MED27, MED29, MED30, MED31, CCNC, CDK8 and CDC2L6/CDK11. The MED12, MED13, CCNC and CDK8 subunits form a distinct module termed the CDK8 module. Mediator containing the CDK8 module is less active than Mediator lacking this module in supporting transcriptional activation. Individua",464,ENSG00000132964
P49354,2.5.1.58,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha  (CAAX farnesyltransferase subunit alpha) (FTase-alpha) (Ras proteins prenyltransferase subunit alpha) (Type I protein geranyl-geranyltransferase subunit alpha) (GGTase-I-alpha),FNTA,Homo sapiens,1JCQ;1LD7;1LD8;1MZC;1S63;1SA4;1TN6;2F0Y;2H6F;2H6G;2H6H;2H6I;2IEJ;3E37,44409,"Heterodimer of FNTA and FNTB (farnesyltransferase) (PubMed:11687658, PubMed:12036349, PubMed:12825937, PubMed:15170324, PubMed:15451670, PubMed:16893176, PubMed:19246009, PubMed:8419339). Heterodimer of FNTA and PGGT1B (geranylgeranyltransferase) (By similarity)",379,ENSG00000168522
P56524,3.5.1.98,Histone deacetylase 4 (HD4),HDAC4,Homo sapiens,2H8N;2O94;2VQJ;2VQM;2VQO;2VQQ;2VQV;2VQW;3UXG;3UZD;3V31;4CBT;4CBY;5A2S;5ZOO;5ZOP;6FYZ;7XUZ;8PDE,119040,Homodimer. Homodimerization via its N-terminal domain (PubMed:12032081). Interacts with MEF2A (PubMed:10487761). Interacts with MEF2C and MEF2D (PubMed:10523670). Interacts with AHRR (By similarity). Interacts with NR2C1 (PubMed:11463856). Interacts with HDAC7 (By similarity). Interacts with a 14-3-3 chaperone proteins in a phosphorylation dependent manner (PubMed:10958686). Interacts with 14-3-3 protein YWHAB (PubMed:33537682). Interacts with BTBD14B (By similarity). Interacts with KDM5B (PubMe,1084,ENSG00000068024
P68400,2.7.11.1,Casein kinase II subunit alpha (CK II alpha),CSNK2A1,Homo sapiens,1JWH;1NA7;1PJK;2PVR;2ZJW;3AMY;3AT2;3AT3;3AT4;3AXW;3BQC;3C13;3FWQ;3H30;3JUH;3MB6;3MB7;3NGA;3NSZ;3OWJ;3OWK;3OWL;3PE1;3PE2;3PE4;3Q04;3Q9W;3Q9X;3Q9Y;3Q9Z;3QA0;3R0T;3RPS;3TAX;3U4U;3U87;3U9C;3W8L;3WAR;3WIK;3WIL;3WOW;4DGL;4FBX;4GRB;4GUB;4GYW;4GYY;4GZ3;4IB5,45144,"Heterotetramer composed of two catalytic subunits (alpha chain and/or alpha' chain) and two regulatory subunits (beta chains). The tetramer can exist as a combination of 2 alpha/2 beta, 2 alpha'/2 beta or 1 alpha/1 alpha'/2 beta subunits. Also part of a CK2-SPT16-SSRP1 complex composed of SSRP1, SUPT16H, CSNK2A1, CSNK2A2 and CSNK2B, which forms following UV irradiation. Interacts with RNPS1. Interacts with SNAI1. Interacts with PML (isoform PML-12). Interacts with CCAR2. Interacts with HIRIP3 (P",391,ENSG00000101266
